Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Black,33.9,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,Binge drinking in the past year.  Data is for Alameda County. ,,,19.2,48.5
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Asian/PI,,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed here because CHIS reports rate as statistically unstable.; Data is for Alameda County. ",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,All,30.5,"Oakland (Alameda County), CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,California Health Interview Survey (AskCHIS),Males are considered binge drinkers if they consumed 5 or more alcoholic drinks on at least one occassion in the past year. Females are considered binge drinkers if they consumed 4 or more alcoholic drinks on at least one occasion in the past year.,Binge drinking in the past year.  Data is for Alameda County. ,,,25.0,36.0
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Male,All,23.9,"New York City, NY",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"NYC DOHMH Community Health Survey (CHS) 2011. The CHS is a cross-sectional telephone survey of adults aged 18 and older from all five boroughs of New York City. Data are collected from selected respondents with landline telephones and cell phones (since 2009). Interviews are conducted in English, Spanish, Russian, and Chinese (Mandarin and Cantonese). All data collected are self-reported. Data are weighted to the NYC adult population.",Self-reported; defined as 5+ drinks for men and 4+ drinks for women; age adjusted percent,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Female,All,12.9,"New York City, NY",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"NYC DOHMH Community Health Survey (CHS) 2011. The CHS is a cross-sectional telephone survey of adults aged 18 and older from all five boroughs of New York City. Data are collected from selected respondents with landline telephones and cell phones (since 2009). Interviews are conducted in English, Spanish, Russian, and Chinese (Mandarin and Cantonese). All data collected are self-reported. Data are weighted to the NYC adult population.",Self-reported; defined as 5+ drinks for men and 4+ drinks for women; age adjusted percent,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,White,24.9,"New York City, NY",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"NYC DOHMH Community Health Survey (CHS) 2011. The CHS is a cross-sectional telephone survey of adults aged 18 and older from all five boroughs of New York City. Data are collected from selected respondents with landline telephones and cell phones (since 2009). Interviews are conducted in English, Spanish, Russian, and Chinese (Mandarin and Cantonese). All data collected are self-reported. Data are weighted to the NYC adult population.",Self-reported; defined as 5+ drinks for men and 4+ drinks for women; age adjusted percent,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Other,30.6,"New York City, NY",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"NYC DOHMH Community Health Survey (CHS) 2011. The CHS is a cross-sectional telephone survey of adults aged 18 and older from all five boroughs of New York City. Data are collected from selected respondents with landline telephones and cell phones (since 2009). Interviews are conducted in English, Spanish, Russian, and Chinese (Mandarin and Cantonese). All data collected are self-reported. Data are weighted to the NYC adult population.",Self-reported; defined as 5+ drinks for men and 4+ drinks for women; age adjusted percent,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Hispanic,15.9,"New York City, NY",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"NYC DOHMH Community Health Survey (CHS) 2011. The CHS is a cross-sectional telephone survey of adults aged 18 and older from all five boroughs of New York City. Data are collected from selected respondents with landline telephones and cell phones (since 2009). Interviews are conducted in English, Spanish, Russian, and Chinese (Mandarin and Cantonese). All data collected are self-reported. Data are weighted to the NYC adult population.",Self-reported; defined as 5+ drinks for men and 4+ drinks for women; age adjusted percent,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Black,12.7,"New York City, NY",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"NYC DOHMH Community Health Survey (CHS) 2011. The CHS is a cross-sectional telephone survey of adults aged 18 and older from all five boroughs of New York City. Data are collected from selected respondents with landline telephones and cell phones (since 2009). Interviews are conducted in English, Spanish, Russian, and Chinese (Mandarin and Cantonese). All data collected are self-reported. Data are weighted to the NYC adult population.",Self-reported; defined as 5+ drinks for men and 4+ drinks for women; age adjusted percent,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Asian/PI,12.7,"New York City, NY",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"NYC DOHMH Community Health Survey (CHS) 2011. The CHS is a cross-sectional telephone survey of adults aged 18 and older from all five boroughs of New York City. Data are collected from selected respondents with landline telephones and cell phones (since 2009). Interviews are conducted in English, Spanish, Russian, and Chinese (Mandarin and Cantonese). All data collected are self-reported. Data are weighted to the NYC adult population.",Self-reported; defined as 5+ drinks for men and 4+ drinks for women; age adjusted percent,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,All,17.9,"New York City, NY",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"NYC DOHMH Community Health Survey (CHS) 2011. The CHS is a cross-sectional telephone survey of adults aged 18 and older from all five boroughs of New York City. Data are collected from selected respondents with landline telephones and cell phones (since 2009). Interviews are conducted in English, Spanish, Russian, and Chinese (Mandarin and Cantonese). All data collected are self-reported. Data are weighted to the NYC adult population.",Self-reported; defined as 5+ drinks for men and 4+ drinks for women; age adjusted percent,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,All,8.1,"Minneapolis, MN",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS SMART County Prevalence Data,"Male Respondents who reported having more than 2 drinks per day, or female Respondents who reported having more than 1 drink per day.  Variable (2012, 2011): _RFDRHV4; Variable (2010): _RFDRHV3",County data was used as a proxy (Hennepin County),,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Male,All,24.1,"Los Angeles, CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Female,All,9.1,"Los Angeles, CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,White,16.6,"Los Angeles, CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Hispanic,18.0,"Los Angeles, CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Black,13.0,"Los Angeles, CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Asian/PI,12.7,"Los Angeles, CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,All,16.4,"Los Angeles, CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,,,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,All,22.8,"Long Beach, CA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Source: 2011 Los Angeles County Health Survey.  Note: Estimates are based on self-reported data by a random sample of 8,036 Los Angeles County adults, representative of the adult population in Los Angeles County. The 95% confidence intervals (CI) represent the variability in the estimate due to sampling; the actual prevalence in the population, 95 out of 100 times sampled, would fall within the range provided.",,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Male,All,23.8,"Las Vegas (Clark County), NV",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,Nevada BRFSS - Clark County,,,,,19.7,27.9
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,All,27.4,"Denver, CO",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Black,11.9,"Denver, CO",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Hispanic,25.4,"Denver, CO",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,,,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Female,All,19.0,"Denver, CO",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,,,,,,
